Assembly Accession	Assembly-unit name	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count	Sequence name
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002350.1	Chromosome		NW_024607234.1	unplaced-scaffold	20989			Un_contig_16430_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002352.1	Chromosome		NW_024602540.1	unplaced-scaffold	630			Un_contig_16438_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002353.1	Chromosome		NW_024606104.1	unplaced-scaffold	6692			Un_contig_16439_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002354.1	Chromosome		NW_024603508.1	unplaced-scaffold	1628			Un_contig_16440_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002356.1	Chromosome		NW_024606252.1	unplaced-scaffold	7429			Un_contig_16444_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002357.1	Chromosome		NW_024609348.1	unplaced-scaffold	146042			Un_contig_16445_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002358.1	Chromosome		NW_024606316.1	unplaced-scaffold	7801			Un_contig_16447_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002360.1	Chromosome		NW_024603883.1	unplaced-scaffold	2297			Un_contig_16451_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002361.1	Chromosome		NW_024605494.1	unplaced-scaffold	4772			Un_contig_16453_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002362.1	Chromosome		NW_024604923.1	unplaced-scaffold	3973			Un_contig_16456_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002363.1	Chromosome		NW_024603271.1	unplaced-scaffold	1305			Un_contig_16459_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002365.1	Chromosome		NW_024603107.1	unplaced-scaffold	1135			Un_contig_16464_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002366.1	Chromosome		NW_024608013.1	unplaced-scaffold	45019			Un_contig_1647_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002367.1	Chromosome		NW_024604811.1	unplaced-scaffold	3823			Un_contig_16470_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002368.1	Chromosome		NW_024605886.1	unplaced-scaffold	5897			Un_contig_16472_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002369.1	Chromosome		NW_024604284.1	unplaced-scaffold	2969			Un_contig_16476_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002370.1	Chromosome		NW_024607421.1	unplaced-scaffold	25812			Un_contig_1648_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002371.1	Chromosome		NW_024604518.1	unplaced-scaffold	3405			Un_contig_16481_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002372.1	Chromosome		NW_024604459.1	unplaced-scaffold	3310			Un_contig_16485_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002373.1	Chromosome		NW_024604764.1	unplaced-scaffold	3753			Un_contig_16486_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002375.1	Chromosome		NW_024602863.1	unplaced-scaffold	879			Un_contig_16489_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002377.1	Chromosome		NW_024604859.1	unplaced-scaffold	3892			Un_contig_16490_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002380.1	Chromosome		NW_024603246.1	unplaced-scaffold	1280			Un_contig_16496_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002382.1	Chromosome		NW_024604608.1	unplaced-scaffold	3552			Un_contig_16499_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002384.1	Chromosome		NW_024607123.1	unplaced-scaffold	18123			Un_contig_16500_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002385.1	Chromosome		NW_024604118.1	unplaced-scaffold	2689			Un_contig_16503_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002386.1	Chromosome		NW_024603317.1	unplaced-scaffold	1367			Un_contig_16504_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002387.1	Chromosome		NW_024604666.1	unplaced-scaffold	3630			Un_contig_16505_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002388.1	Chromosome		NW_024604935.1	unplaced-scaffold	3982			Un_contig_16506_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002389.1	Chromosome		NW_024607114.1	unplaced-scaffold	17898			Un_contig_16507_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002391.1	Chromosome		NW_024603907.1	unplaced-scaffold	2336			Un_contig_16510_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002392.1	Chromosome		NW_024605462.1	unplaced-scaffold	4707			Un_contig_16513_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002393.1	Chromosome		NW_024608376.1	unplaced-scaffold	59853			Un_contig_16515_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002394.1	Chromosome		NW_024607495.1	unplaced-scaffold	27938			Un_contig_16516_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002395.1	Chromosome		NW_024604281.1	unplaced-scaffold	2964			Un_contig_16524_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002396.1	Chromosome		NW_024602485.1	unplaced-scaffold	596			Un_contig_16525_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002397.1	Chromosome		NW_024603017.1	unplaced-scaffold	1042			Un_contig_16529_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002398.1	Chromosome		NW_024603835.1	unplaced-scaffold	2184			Un_contig_1653_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002399.1	Chromosome		NW_024606860.1	unplaced-scaffold	12859			Un_contig_16530_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002400.1	Chromosome		NW_024608968.1	unplaced-scaffold	94073			Un_contig_16531_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002401.1	Chromosome		NW_024604148.1	unplaced-scaffold	2738			Un_contig_16533_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002402.1	Chromosome		NW_024602299.1	unplaced-scaffold	506			Un_contig_16534_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002403.1	Chromosome		NW_024607423.1	unplaced-scaffold	25926			Un_contig_16538_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002404.1	Chromosome		NW_024605812.1	unplaced-scaffold	5628			Un_contig_16539_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002405.1	Chromosome		NW_024607512.1	unplaced-scaffold	28403			Un_contig_1654_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002406.1	Chromosome		NW_024602620.1	unplaced-scaffold	681			Un_contig_16542_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002407.1	Chromosome		NW_024602831.1	unplaced-scaffold	845			Un_contig_16543_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002408.1	Chromosome		NW_024605321.1	unplaced-scaffold	4461			Un_contig_16548_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002409.1	Chromosome		NW_024608975.1	unplaced-scaffold	95174			Un_contig_1655_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002410.1	Chromosome		NW_024608214.1	unplaced-scaffold	53790			Un_contig_16552_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002413.1	Chromosome		NW_024603131.1	unplaced-scaffold	1164			Un_contig_16560_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002414.1	Chromosome		NW_024604307.1	unplaced-scaffold	3038			Un_contig_16562_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002415.1	Chromosome		NW_024603898.1	unplaced-scaffold	2326			Un_contig_16563_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002416.1	Chromosome		NW_024602345.1	unplaced-scaffold	523			Un_contig_16565_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002417.1	Chromosome		NW_024602637.1	unplaced-scaffold	697			Un_contig_16568_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002418.1	Chromosome		NW_024607233.1	unplaced-scaffold	20968			Un_contig_16569_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002420.1	Chromosome		NW_024603453.1	unplaced-scaffold	1546			Un_contig_16573_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002421.1	Chromosome		NW_024605175.1	unplaced-scaffold	4254			Un_contig_16574_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002422.1	Chromosome		NW_024605715.1	unplaced-scaffold	5333			Un_contig_16576_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002423.1	Chromosome		NW_024606644.1	unplaced-scaffold	10203			Un_contig_16578_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002426.1	Chromosome		NW_024608740.1	unplaced-scaffold	78054			Un_contig_16582_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002427.1	Chromosome		NW_024602899.1	unplaced-scaffold	909			Un_contig_16584_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002428.1	Chromosome		NW_024602750.1	unplaced-scaffold	777			Un_contig_16589_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002429.1	Chromosome		NW_024602380.1	unplaced-scaffold	540			Un_contig_16591_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002430.1	Chromosome		NW_024606772.1	unplaced-scaffold	11824			Un_contig_16593_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002432.1	Chromosome		NW_024607056.1	unplaced-scaffold	16616			Un_contig_16597_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002433.1	Chromosome		NW_024607587.1	unplaced-scaffold	30785			Un_contig_16598_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002435.1	Chromosome		NW_024609562.1	unplaced-scaffold	219635			Un_contig_1660_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002436.1	Chromosome		NW_024607375.1	unplaced-scaffold	24561			Un_contig_16601_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002438.1	Chromosome		NW_024604895.1	unplaced-scaffold	3939			Un_contig_16604_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002439.1	Chromosome		NW_024604042.1	unplaced-scaffold	2582			Un_contig_16606_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002440.1	Chromosome		NW_024602521.1	unplaced-scaffold	618			Un_contig_16607_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002441.1	Chromosome		NW_024604973.1	unplaced-scaffold	4023			Un_contig_16613_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002442.1	Chromosome		NW_024602851.1	unplaced-scaffold	872			Un_contig_16614_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002443.1	Chromosome		NW_024608318.1	unplaced-scaffold	57389			Un_contig_16616_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002444.1	Chromosome		NW_024606386.1	unplaced-scaffold	8203			Un_contig_16617_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002445.1	Chromosome		NW_024602310.1	unplaced-scaffold	511			Un_contig_16619_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002446.1	Chromosome		NW_024609496.1	unplaced-scaffold	193404			Un_contig_1662_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002447.1	Chromosome		NW_024602342.1	unplaced-scaffold	521			Un_contig_16620_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002448.1	Chromosome		NW_024602597.1	unplaced-scaffold	660			Un_contig_16621_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002449.1	Chromosome		NW_024604507.1	unplaced-scaffold	3392			Un_contig_16623_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002450.1	Chromosome		NW_024608949.1	unplaced-scaffold	92720			Un_contig_16624_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002451.1	Chromosome		NW_024602882.1	unplaced-scaffold	898			Un_contig_16628_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002452.1	Chromosome		NW_024603204.1	unplaced-scaffold	1229			Un_contig_1663_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002453.1	Chromosome		NW_024603652.1	unplaced-scaffold	1846			Un_contig_16632_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002454.1	Chromosome		NW_024605580.1	unplaced-scaffold	4984			Un_contig_16633_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002455.1	Chromosome		NW_024607739.1	unplaced-scaffold	35649			Un_contig_16635_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002456.1	Chromosome		NW_024605230.1	unplaced-scaffold	4322			Un_contig_16638_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002457.1	Chromosome		NW_024607868.1	unplaced-scaffold	39987			Un_contig_1664_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002458.1	Chromosome		NW_024607027.1	unplaced-scaffold	16030			Un_contig_16641_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002459.1	Chromosome		NW_024607383.1	unplaced-scaffold	24709			Un_contig_16648_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002460.1	Chromosome		NW_024602862.1	unplaced-scaffold	878			Un_contig_16649_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002461.1	Chromosome		NW_024607573.1	unplaced-scaffold	30259			Un_contig_1665_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002462.1	Chromosome		NW_024605188.1	unplaced-scaffold	4271			Un_contig_16651_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002463.1	Chromosome		NW_024602844.1	unplaced-scaffold	862			Un_contig_16652_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002464.1	Chromosome		NW_024603943.1	unplaced-scaffold	2399			Un_contig_16654_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002465.1	Chromosome		NW_024605639.1	unplaced-scaffold	5127			Un_contig_16657_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002466.1	Chromosome		NW_024606216.1	unplaced-scaffold	7233			Un_contig_16659_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002467.1	Chromosome		NW_024608546.1	unplaced-scaffold	66965			Un_contig_1666_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002468.1	Chromosome		NW_024602920.1	unplaced-scaffold	919			Un_contig_16660_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002469.1	Chromosome		NW_024603662.1	unplaced-scaffold	1869			Un_contig_16662_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002470.1	Chromosome		NW_024603196.1	unplaced-scaffold	1223			Un_contig_16666_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002471.1	Chromosome		NW_024604862.1	unplaced-scaffold	3899			Un_contig_16667_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002472.1	Chromosome		NW_024606189.1	unplaced-scaffold	7070			Un_contig_16668_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002473.1	Chromosome		NW_024604180.1	unplaced-scaffold	2782			Un_contig_16669_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002474.1	Chromosome		NW_024608621.1	unplaced-scaffold	70219			Un_contig_1667_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002475.1	Chromosome		NW_024602627.1	unplaced-scaffold	688			Un_contig_16671_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002476.1	Chromosome		NW_024606136.1	unplaced-scaffold	6817			Un_contig_16672_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002477.1	Chromosome		NW_024604207.1	unplaced-scaffold	2821			Un_contig_16673_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002478.1	Chromosome		NW_024604047.1	unplaced-scaffold	2587			Un_contig_16674_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002479.1	Chromosome		NW_024605903.1	unplaced-scaffold	5949			Un_contig_16676_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002480.1	Chromosome		NW_024602819.1	unplaced-scaffold	834			Un_contig_16678_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002481.1	Chromosome		NW_024604578.1	unplaced-scaffold	3514			Un_contig_16679_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002482.1	Chromosome		NW_024603370.1	unplaced-scaffold	1444			Un_contig_16683_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002483.1	Chromosome		NW_024605228.1	unplaced-scaffold	4321			Un_contig_16686_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002484.1	Chromosome		NW_024606209.1	unplaced-scaffold	7210			Un_contig_16689_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002485.1	Chromosome		NW_024602692.1	unplaced-scaffold	732			Un_contig_16692_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002486.1	Chromosome		NW_024608067.1	unplaced-scaffold	47410			Un_contig_16696_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002487.1	Chromosome		NW_024609376.1	unplaced-scaffold	155354			Un_contig_167_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002488.1	Chromosome		NW_024604816.1	unplaced-scaffold	3835			Un_contig_1670_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002489.1	Chromosome		NW_024603808.1	unplaced-scaffold	2132			Un_contig_16700_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002490.1	Chromosome		NW_024606576.1	unplaced-scaffold	9564			Un_contig_16702_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002491.1	Chromosome		NW_024604545.1	unplaced-scaffold	3450			Un_contig_16703_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002492.1	Chromosome		NW_024603095.1	unplaced-scaffold	1118			Un_contig_16708_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002493.1	Chromosome		NW_024602360.1	unplaced-scaffold	532			Un_contig_16709_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002494.1	Chromosome		NW_024606839.1	unplaced-scaffold	12582			Un_contig_16713_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002495.1	Chromosome		NW_024602673.1	unplaced-scaffold	722			Un_contig_16714_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002497.1	Chromosome		NW_024604686.1	unplaced-scaffold	3649			Un_contig_16719_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002498.1	Chromosome		NW_024602207.1	unplaced-scaffold	252			Un_contig_16722_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002499.1	Chromosome		NW_024606242.1	unplaced-scaffold	7381			Un_contig_16724_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002500.1	Chromosome		NW_024602458.1	unplaced-scaffold	582			Un_contig_16729_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002501.1	Chromosome		NW_024608847.1	unplaced-scaffold	84767			Un_contig_1673_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002503.1	Chromosome		NW_024606358.1	unplaced-scaffold	8041			Un_contig_16733_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002504.1	Chromosome		NW_024602407.1	unplaced-scaffold	554			Un_contig_16736_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002505.1	Chromosome		NW_024605004.1	unplaced-scaffold	4056			Un_contig_16737_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002506.1	Chromosome		NW_024605793.1	unplaced-scaffold	5569			Un_contig_1674_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002507.1	Chromosome		NW_024608030.1	unplaced-scaffold	45590			Un_contig_16746_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002508.1	Chromosome		NW_024603642.1	unplaced-scaffold	1824			Un_contig_16747_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002510.1	Chromosome		NW_024602834.1	unplaced-scaffold	848			Un_contig_16756_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002512.1	Chromosome		NW_024602611.1	unplaced-scaffold	673			Un_contig_16769_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002514.1	Chromosome		NW_024605723.1	unplaced-scaffold	5362			Un_contig_16776_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002516.1	Chromosome		NW_024605083.1	unplaced-scaffold	4143			Un_contig_16783_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002517.1	Chromosome		NW_024604412.1	unplaced-scaffold	3232			Un_contig_16785_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002518.1	Chromosome		NW_024604773.1	unplaced-scaffold	3765			Un_contig_16787_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002519.1	Chromosome		NW_024605124.1	unplaced-scaffold	4192			Un_contig_16789_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002521.1	Chromosome		NW_024605467.1	unplaced-scaffold	4726			Un_contig_16791_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002522.1	Chromosome		NW_024603085.1	unplaced-scaffold	1108			Un_contig_16794_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002523.1	Chromosome		NW_024603263.1	unplaced-scaffold	1292			Un_contig_16799_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002525.1	Chromosome		NW_024606852.1	unplaced-scaffold	12760			Un_contig_10250_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002526.1	Chromosome		NW_024608351.1	unplaced-scaffold	58979			Un_contig_10252_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002527.1	Chromosome		NW_024609557.1	unplaced-scaffold	218633			Un_contig_10255_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002528.1	Chromosome		NW_024608025.1	unplaced-scaffold	45479			Un_contig_1026_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002530.1	Chromosome		NW_024605482.1	unplaced-scaffold	4746			Un_contig_10264_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002531.1	Chromosome		NW_024602394.1	unplaced-scaffold	548			Un_contig_10265_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002532.1	Chromosome		NW_024607370.1	unplaced-scaffold	24381			Un_contig_10266_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002533.1	Chromosome		NW_024604788.1	unplaced-scaffold	3792			Un_contig_10268_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002536.1	Chromosome		NW_024607662.1	unplaced-scaffold	33193			Un_contig_10272_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002537.1	Chromosome		NW_024603587.1	unplaced-scaffold	1747			Un_contig_10275_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002539.1	Chromosome		NW_024607696.1	unplaced-scaffold	34118			Un_contig_1028_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002540.1	Chromosome		NW_024607340.1	unplaced-scaffold	23736			Un_contig_10280_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002543.1	Chromosome		NW_024603908.1	unplaced-scaffold	2337			Un_contig_10288_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002544.1	Chromosome		NW_024606726.1	unplaced-scaffold	11186			Un_contig_10290_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002545.1	Chromosome		NW_024606067.1	unplaced-scaffold	6555			Un_contig_10292_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002546.1	Chromosome		NW_024608480.1	unplaced-scaffold	64032			Un_contig_10295_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002547.1	Chromosome		NW_024606438.1	unplaced-scaffold	8523			Un_contig_10296_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002548.1	Chromosome		NW_024608843.1	unplaced-scaffold	84678			Un_contig_10297_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002552.1	Chromosome		NW_024603585.1	unplaced-scaffold	1744			Un_contig_10300_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002553.1	Chromosome		NW_024607136.1	unplaced-scaffold	18465			Un_contig_10302_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002555.1	Chromosome		NW_024609378.1	unplaced-scaffold	155679			Un_contig_10311_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002556.1	Chromosome		NW_024604120.1	unplaced-scaffold	2692			Un_contig_10312_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002557.1	Chromosome		NW_024609065.1	unplaced-scaffold	103959			Un_contig_10316_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002558.1	Chromosome		NW_024607312.1	unplaced-scaffold	22835			Un_contig_10318_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002560.1	Chromosome		NW_024604969.1	unplaced-scaffold	4021			Un_contig_10322_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002561.1	Chromosome		NW_024606452.1	unplaced-scaffold	8614			Un_contig_10324_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002562.1	Chromosome		NW_024606399.1	unplaced-scaffold	8255			Un_contig_10327_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002563.1	Chromosome		NW_024605566.1	unplaced-scaffold	4956			Un_contig_10328_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002564.1	Chromosome		NW_024608173.1	unplaced-scaffold	51951			Un_contig_1033_pilon_pilon
GCF_018296145.1	Primary Assembly	Un			JAEPEU010002567.1	Chromosome		NW_024607729.1	unplaced-scaffold	35375			Un_contig_10335_pilon_pilon
